"행정구역(시군구)별","성별","연령별","항목","단위","2025 년",
"김제시","남자","69세","주민등록연앙인구","","792",
"김제시","남자","70세","주민등록연앙인구","","727",
"김제시","남자","71세","주민등록연앙인구","","610.5",
"김제시","남자","72세","주민등록연앙인구","","555.5",
"김제시","남자","73세","주민등록연앙인구","","527.5",
"김제시","남자","74세","주민등록연앙인구","","567.5",
"김제시","남자","75세","주민등록연앙인구","","566",
"김제시","남자","76세","주민등록연앙인구","","492",
"김제시","남자","77세","주민등록연앙인구","","507.5",
"김제시","남자","78세","주민등록연앙인구","","470",
"김제시","남자","79세","주민등록연앙인구","","344",
"김제시","남자","80세 이상","주민등록연앙인구","","2862",
"김제시","남자","80세","주민등록연앙인구","","303",
"김제시","남자","81세","주민등록연앙인구","","301",
"김제시","남자","82세","주민등록연앙인구","","380",
"김제시","남자","83세","주민등록연앙인구","","372",
"김제시","남자","84세","주민등록연앙인구","","256",
"김제시","남자","85세 이상","주민등록연앙인구","","1250",
"김제시","남자","85세","주민등록연앙인구","","211.5",
"김제시","남자","86세","주민등록연앙인구","","197",
"김제시","남자","87세","주민등록연앙인구","","192.5",
"김제시","남자","88세","주민등록연앙인구","","159.5",
"김제시","남자","89세","주민등록연앙인구","","121",
"김제시","남자","90세","주민등록연앙인구","","106.5",
"김제시","남자","91세","주민등록연앙인구","","79",
"김제시","남자","92세","주민등록연앙인구","","52",
"김제시","남자","93세","주민등록연앙인구","","38",
"김제시","남자","94세","주민등록연앙인구","","28.5",
"김제시","남자","95세","주민등록연앙인구","","23",
"김제시","남자","96세","주민등록연앙인구","","15.5",
"김제시","남자","97세","주민등록연앙인구","","6.5",
"김제시","남자","98세","주민등록연앙인구","","7",
"김제시","남자","99세","주민등록연앙인구","","4",
"김제시","남자","100세 이상","주민등록연앙인구","","8.5",
"김제시","여자","계","주민등록연앙인구","","40407.5",
"김제시","여자","0세","주민등록연앙인구","","185.5",
"김제시","여자","1세","주민등록연앙인구","","188",
"김제시","여자","2세","주민등록연앙인구","","187",
"김제시","여자","3세","주민등록연앙인구","","157",
"김제시","여자","4세","주민등록연앙인구","","134.5",
"김제시","여자","5세","주민등록연앙인구","","140",
"김제시","여자","6세","주민등록연앙인구","","146",
"김제시","여자","7세","주민등록연앙인구","","166",
"김제시","여자","8세","주민등록연앙인구","","189.5",
"김제시","여자","9세","주민등록연앙인구","","205.5",
"김제시","여자","10세","주민등록연앙인구","","217",
"김제시","여자","11세","주민등록연앙인구","","220",
"김제시","여자","12세","주민등록연앙인구","","238",
"김제시","여자","13세","주민등록연앙인구","","290.5",
"김제시","여자","14세","주민등록연앙인구","","290.5",
"김제시","여자","15세","주민등록연앙인구","","278",
"김제시","여자","16세","주민등록연앙인구","","295",
"김제시","여자","17세","주민등록연앙인구","","316",
"김제시","여자","18세","주민등록연앙인구","","308.5",
"김제시","여자","19세","주민등록연앙인구","","254.5",
"김제시","여자","20세","주민등록연앙인구","","265.5",
"김제시","여자","21세","주민등록연앙인구","","280",
"김제시","여자","22세","주민등록연앙인구","","274.5",
"김제시","여자","23세","주민등록연앙인구","","265.5",
"김제시","여자","24세","주민등록연앙인구","","275",
"김제시","여자","25세","주민등록연앙인구","","266",
"김제시","여자","26세","주민등록연앙인구","","250.5",
"김제시","여자","27세","주민등록연앙인구","","283",
"김제시","여자","28세","주민등록연앙인구","","304",
"김제시","여자","29세","주민등록연앙인구","","319",
"김제시","여자","30세","주민등록연앙인구","","345.5",
"김제시","여자","31세","주민등록연앙인구","","342.5",
"김제시","여자","32세","주민등록연앙인구","","340",
"김제시","여자","33세","주민등록연앙인구","","303.5",
"김제시","여자","34세","주민등록연앙인구","","287",
"김제시","여자","35세","주민등록연앙인구","","273.5",
"김제시","여자","36세","주민등록연앙인구","","295",
"김제시","여자","37세","주민등록연앙인구","","300.5",
"김제시","여자","38세","주민등록연앙인구","","297",
"김제시","여자","39세","주민등록연앙인구","","312",
"김제시","여자","40세","주민등록연앙인구","","321",
"김제시","여자","41세","주민등록연앙인구","","343.5",
"김제시","여자","42세","주민등록연앙인구","","382.5",
"김제시","여자","43세","주민등록연앙인구","","404.5",
"김제시","여자","44세","주민등록연앙인구","","409",
"김제시","여자","45세","주민등록연앙인구","","403",
"김제시","여자","46세","주민등록연앙인구","","376",
"김제시","여자","47세","주민등록연앙인구","","389.5",
"김제시","여자","48세","주민등록연앙인구","","450.5",
"김제시","여자","49세","주민등록연앙인구","","441",
"김제시","여자","50세","주민등록연앙인구","","486.5",
"김제시","여자","51세","주민등록연앙인구","","538.5",
"김제시","여자","52세","주민등록연앙인구","","534",
"김제시","여자","53세","주민등록연앙인구","","541",
"김제시","여자","54세","주민등록연앙인구","","566",
"김제시","여자","55세","주민등록연앙인구","","595",
"김제시","여자","56세","주민등록연앙인구","","624.5",
"김제시","여자","57세","주민등록연앙인구","","635.5",
"김제시","여자","58세","주민등록연앙인구","","620",
"김제시","여자","59세","주민등록연앙인구","","642",
"김제시","여자","60세","주민등록연앙인구","","690",
"김제시","여자","61세","주민등록연앙인구","","699",
"김제시","여자","62세","주민등록연앙인구","","727",
"김제시","여자","63세","주민등록연앙인구","","795.5",
"김제시","여자","64세","주민등록연앙인구","","906.5",
"김제시","여자","65세","주민등록연앙인구","","910.5",
"김제시","여자","66세","주민등록연앙인구","","813.5",
"김제시","여자","67세","주민등록연앙인구","","767.5",
"김제시","여자","68세","주민등록연앙인구","","751",
"김제시","여자","69세","주민등록연앙인구","","771",
"김제시","여자","70세","주민등록연앙인구","","739.5",
"김제시","여자","71세","주민등록연앙인구","","611.5",
"김제시","여자","72세","주민등록연앙인구","","594",
"김제시","여자","73세","주민등록연앙인구","","638",
"김제시","여자","74세","주민등록연앙인구","","670",
"김제시","여자","75세","주민등록연앙인구","","674",
"김제시","여자","76세","주민등록연앙인구","","572.5",
"김제시","여자","77세","주민등록연앙인구","","611.5",
"김제시","여자","78세","주민등록연앙인구","","601.5",
"김제시","여자","79세","주민등록연앙인구","","478.5",
"김제시","여자","80세 이상","주민등록연앙인구","","6395",
"김제시","여자","80세","주민등록연앙인구","","475.5",
"김제시","여자","81세","주민등록연앙인구","","513.5",
"김제시","여자","82세","주민등록연앙인구","","638",
"김제시","여자","83세","주민등록연앙인구","","673.5",
"김제시","여자","84세","주민등록연앙인구","","530",
"김제시","여자","85세 이상","주민등록연앙인구","","3564.5",
"김제시","여자","85세","주민등록연앙인구","","517",
"김제시","여자","86세","주민등록연앙인구","","505.5",
"김제시","여자","87세","주민등록연앙인구","","422",
"김제시","여자","88세","주민등록연앙인구","","392.5",
"김제시","여자","89세","주민등록연앙인구","","377.5",
"김제시","여자","90세","주민등록연앙인구","","313",
"김제시","여자","91세","주민등록연앙인구","","279.5",
"김제시","여자","92세","주민등록연앙인구","","222",
"김제시","여자","93세","주민등록연앙인구","","155.5",
"김제시","여자","94세","주민등록연앙인구","","112.5",
"김제시","여자","95세","주민등록연앙인구","","89.5",
"김제시","여자","96세","주민등록연앙인구","","54",
"김제시","여자","97세","주민등록연앙인구","","40.5",
"김제시","여자","98세","주민등록연앙인구","","35.5",
"김제시","여자","99세","주민등록연앙인구","","18",
"김제시","여자","100세 이상","주민등록연앙인구","","30",
"완주군","남자","계","주민등록연앙인구","","51161.5",
"완주군","남자","0세","주민등록연앙인구","","303.5",
"완주군","남자","1세","주민등록연앙인구","","266.5",
"완주군","남자","2세","주민등록연앙인구","","251",
"완주군","남자","3세","주민등록연앙인구","","252",
"완주군","남자","4세","주민등록연앙인구","","256.5",
"완주군","남자","5세","주민등록연앙인구","","275.5",
"완주군","남자","6세","주민등록연앙인구","","297.5",
"완주군","남자","7세","주민등록연앙인구","","333",
"완주군","남자","8세","주민등록연앙인구","","368",
"완주군","남자","9세","주민등록연앙인구","","407",
"완주군","남자","10세","주민등록연앙인구","","428",
"완주군","남자","11세","주민등록연앙인구","","412.5",
"완주군","남자","12세","주민등록연앙인구","","487",
"완주군","남자","13세","주민등록연앙인구","","502.5",
"완주군","남자","14세","주민등록연앙인구","","488.5",
"완주군","남자","15세","주민등록연앙인구","","447.5",
"완주군","남자","16세","주민등록연앙인구","","428.5",
"완주군","남자","17세","주민등록연앙인구","","442",
"완주군","남자","18세","주민등록연앙인구","","438.5",
"완주군","남자","19세","주민등록연앙인구","","414",
"완주군","남자","20세","주민등록연앙인구","","451",
"완주군","남자","21세","주민등록연앙인구","","460.5",
"완주군","남자","22세","주민등록연앙인구","","446",
"완주군","남자","23세","주민등록연앙인구","","446.5",
"완주군","남자","24세","주민등록연앙인구","","473.5",
"완주군","남자","25세","주민등록연앙인구","","492.5",
"완주군","남자","26세","주민등록연앙인구","","491.5",
"완주군","남자","27세","주민등록연앙인구","","521",
"완주군","남자","28세","주민등록연앙인구","","561",
"완주군","남자","29세","주민등록연앙인구","","584",
"완주군","남자","30세","주민등록연앙인구","","624",
"완주군","남자","31세","주민등록연앙인구","","632",
"완주군","남자","32세","주민등록연앙인구","","639.5",
"완주군","남자","33세","주민등록연앙인구","","645.5",
"완주군","남자","34세","주민등록연앙인구","","614",
"완주군","남자","35세","주민등록연앙인구","","558",
"완주군","남자","36세","주민등록연앙인구","","524.5",
"완주군","남자","37세","주민등록연앙인구","","511",
"완주군","남자","38세","주민등록연앙인구","","525",
"완주군","남자","39세","주민등록연앙인구","","536",
"완주군","남자","40세","주민등록연앙인구","","588",
"완주군","남자","41세","주민등록연앙인구","","626.5",
"완주군","남자","42세","주민등록연앙인구","","681",
"완주군","남자","43세","주민등록연앙인구","","719.5",
"완주군","남자","44세","주민등록연앙인구","","722.5",
"완주군","남자","45세","주민등록연앙인구","","734",
"완주군","남자","46세","주민등록연앙인구","","706",
"완주군","남자","47세","주민등록연앙인구","","702",
"완주군","남자","48세","주민등록연앙인구","","741",
"완주군","남자","49세","주민등록연앙인구","","777",
"완주군","남자","50세","주민등록연앙인구","","855.5",
"완주군","남자","51세","주민등록연앙인구","","882",
"완주군","남자","52세","주민등록연앙인구","","856",
"완주군","남자","53세","주민등록연앙인구","","947",
"완주군","남자","54세","주민등록연앙인구","","947",
"완주군","남자","55세","주민등록연앙인구","","894",
"완주군","남자","56세","주민등록연앙인구","","960",
"완주군","남자","57세","주민등록연앙인구","","964.5",
"완주군","남자","58세","주민등록연앙인구","","954",
"완주군","남자","59세","주민등록연앙인구","","960",
"완주군","남자","60세","주민등록연앙인구","","905",
"완주군","남자","61세","주민등록연앙인구","","871",
"완주군","남자","62세","주민등록연앙인구","","909.5",
"완주군","남자","63세","주민등록연앙인구","","1021.5",
"완주군","남자","64세","주민등록연앙인구","","1083",
"완주군","남자","65세","주민등록연앙인구","","1005.5",
"완주군","남자","66세","주민등록연앙인구","","862",
"완주군","남자","67세","주민등록연앙인구","","813.5",
"완주군","남자","68세","주민등록연앙인구","","807",
"완주군","남자","69세","주민등록연앙인구","","822",
"완주군","남자","70세","주민등록연앙인구","","799.5",
"완주군","남자","71세","주민등록연앙인구","","657.5",
"완주군","남자","72세","주민등록연앙인구","","556.5",
"완주군","남자","73세","주민등록연앙인구","","518.5",
"완주군","남자","74세","주민등록연앙인구","","545",
"완주군","남자","75세","주민등록연앙인구","","531",
"완주군","남자","76세","주민등록연앙인구","","470",
"완주군","남자","77세","주민등록연앙인구","","467.5",
"완주군","남자","78세","주민등록연앙인구","","424",
"완주군","남자","79세","주민등록연앙인구","","327",
"완주군","남자","80세 이상","주민등록연앙인구","","2311",
"완주군","남자","80세","주민등록연앙인구","","271.5",
"완주군","남자","81세","주민등록연앙인구","","251.5",
"완주군","남자","82세","주민등록연앙인구","","285.5",
"완주군","남자","83세","주민등록연앙인구","","292.5",
"완주군","남자","84세","주민등록연앙인구","","205.5",
"완주군","남자","85세 이상","주민등록연앙인구","","1004.5",
"완주군","남자","85세","주민등록연앙인구","","178",
"완주군","남자","86세","주민등록연앙인구","","182.5",
"완주군","남자","87세","주민등록연앙인구","","151.5",
"완주군","남자","88세","주민등록연앙인구","","119",
"완주군","남자","89세","주민등록연앙인구","","113.5",
"완주군","남자","90세","주민등록연앙인구","","88",
"완주군","남자","91세","주민등록연앙인구","","58",
"완주군","남자","92세","주민등록연앙인구","","39",
"완주군","남자","93세","주민등록연앙인구","","26",
"완주군","남자","94세","주민등록연앙인구","","15.5",
"완주군","남자","95세","주민등록연앙인구","","8",
"완주군","남자","96세","주민등록연앙인구","","11",
"완주군","남자","97세","주민등록연앙인구","","8",
"완주군","남자","98세","주민등록연앙인구","","2.5",
"완주군","남자","99세","주민등록연앙인구","","2",
"완주군","남자","100세 이상","주민등록연앙인구","","2",
"완주군","여자","계","주민등록연앙인구","","48479.5",
"완주군","여자","0세","주민등록연앙인구","","274",
"완주군","여자","1세","주민등록연앙인구","","245",
"완주군","여자","2세","주민등록연앙인구","","229",
"완주군","여자","3세","주민등록연앙인구","","235.5",
"완주군","여자","4세","주민등록연앙인구","","249",
"완주군","여자","5세","주민등록연앙인구","","280",
"완주군","여자","6세","주민등록연앙인구","","294",
"완주군","여자","7세","주민등록연앙인구","","312.5",
"완주군","여자","8세","주민등록연앙인구","","363",
"완주군","여자","9세","주민등록연앙인구","","413.5",
"완주군","여자","10세","주민등록연앙인구","","414.5",
"완주군","여자","11세","주민등록연앙인구","","416.5",
"완주군","여자","12세","주민등록연앙인구","","430.5",
"완주군","여자","13세","주민등록연앙인구","","435",
"완주군","여자","14세","주민등록연앙인구","","419.5",
"완주군","여자","15세","주민등록연앙인구","","422.5",
"완주군","여자","16세","주민등록연앙인구","","410",
"완주군","여자","17세","주민등록연앙인구","","425",
"완주군","여자","18세","주민등록연앙인구","","426",
"완주군","여자","19세","주민등록연앙인구","","386",
"완주군","여자","20세","주민등록연앙인구","","369.5",
"완주군","여자","21세","주민등록연앙인구","","355.5",
"완주군","여자","22세","주민등록연앙인구","","323",
"완주군","여자","23세","주민등록연앙인구","","329.5",
"완주군","여자","24세","주민등록연앙인구","","372.5",
"완주군","여자","25세","주민등록연앙인구","","379.5",
"완주군","여자","26세","주민등록연앙인구","","405.5",
"완주군","여자","27세","주민등록연앙인구","","453",
"완주군","여자","28세","주민등록연앙인구","","471",
"완주군","여자","29세","주민등록연앙인구","","497.5",
"완주군","여자","30세","주민등록연앙인구","","543",
"완주군","여자","31세","주민등록연앙인구","","571",
"완주군","여자","32세","주민등록연앙인구","","589.5",
"완주군","여자","33세","주민등록연앙인구","","582.5",
"완주군","여자","34세","주민등록연앙인구","","531",
"완주군","여자","35세","주민등록연앙인구","","495",
"완주군","여자","36세","주민등록연앙인구","","502.5",
"완주군","여자","37세","주민등록연앙인구","","514",
"완주군","여자","38세","주민등록연앙인구","","482.5",
"완주군","여자","39세","주민등록연앙인구","","528",
"완주군","여자","40세","주민등록연앙인구","","550.5",
"완주군","여자","41세","주민등록연앙인구","","543.5",
"완주군","여자","42세","주민등록연앙인구","","637.5",
"완주군","여자","43세","주민등록연앙인구","","694.5",
"완주군","여자","44세","주민등록연앙인구","","692.5",
"완주군","여자","45세","주민등록연앙인구","","669",
"완주군","여자","46세","주민등록연앙인구","","625",
"완주군","여자","47세","주민등록연앙인구","","601",
"완주군","여자","48세","주민등록연앙인구","","634.5",
"완주군","여자","49세","주민등록연앙인구","","635",
"완주군","여자","50세","주민등록연앙인구","","671.5",
"완주군","여자","51세","주민등록연앙인구","","707.5",
"완주군","여자","52세","주민등록연앙인구","","747",
"완주군","여자","53세","주민등록연앙인구","","769",
"완주군","여자","54세","주민등록연앙인구","","795",
"완주군","여자","55세","주민등록연앙인구","","770.5",
"완주군","여자","56세","주민등록연앙인구","","780",
"완주군","여자","57세","주민등록연앙인구","","805",
"완주군","여자","58세","주민등록연앙인구","","747",
"완주군","여자","59세","주민등록연앙인구","","762",
"완주군","여자","60세","주민등록연앙인구","","772.5",
"완주군","여자","61세","주민등록연앙인구","","763.5",
"완주군","여자","62세","주민등록연앙인구","","800",
"완주군","여자","63세","주민등록연앙인구","","884",
"완주군","여자","64세","주민등록연앙인구","","969.5",
"완주군","여자","65세","주민등록연앙인구","","931.5",
"완주군","여자","66세","주민등록연앙인구","","808",
"완주군","여자","67세","주민등록연앙인구","","767",
"완주군","여자","68세","주민등록연앙인구","","733.5",
"완주군","여자","69세","주민등록연앙인구","","739",
"완주군","여자","70세","주민등록연앙인구","","744",
"완주군","여자","71세","주민등록연앙인구","","600.5",
"완주군","여자","72세","주민등록연앙인구","","533.5",
"완주군","여자","73세","주민등록연앙인구","","524",
"완주군","여자","74세","주민등록연앙인구","","516.5",
"완주군","여자","75세","주민등록연앙인구","","538",
"완주군","여자","76세","주민등록연앙인구","","496",
"완주군","여자","77세","주민등록연앙인구","","513.5",
"완주군","여자","78세","주민등록연앙인구","","466",
"완주군","여자","79세","주민등록연앙인구","","391",
"완주군","여자","80세 이상","주민등록연앙인구","","4774",
"완주군","여자","80세","주민등록연앙인구","","378",
"완주군","여자","81세","주민등록연앙인구","","389",
"완주군","여자","82세","주민등록연앙인구","","517.5",
"완주군","여자","83세","주민등록연앙인구","","530.5",
"완주군","여자","84세","주민등록연앙인구","","384.5",
"완주군","여자","85세 이상","주민등록연앙인구","","2574.5",
"완주군","여자","85세","주민등록연앙인구","","369.5",
"완주군","여자","86세","주민등록연앙인구","","375.5",
"완주군","여자","87세","주민등록연앙인구","","335.5",
"완주군","여자","88세","주민등록연앙인구","","299",
"완주군","여자","89세","주민등록연앙인구","","263.5",
"완주군","여자","90세","주민등록연앙인구","","226.5",
"완주군","여자","91세","주민등록연앙인구","","173",
"완주군","여자","92세","주민등록연앙인구","","134",
"완주군","여자","93세","주민등록연앙인구","","101.5",
"완주군","여자","94세","주민등록연앙인구","","78",
"완주군","여자","95세","주민등록연앙인구","","69",
"완주군","여자","96세","주민등록연앙인구","","52",
"완주군","여자","97세","주민등록연앙인구","","39.5",
"완주군","여자","98세","주민등록연앙인구","","22",
"완주군","여자","99세","주민등록연앙인구","","9",
"완주군","여자","100세 이상","주민등록연앙인구","","27",
"진안군","남자","계","주민등록연앙인구","","12359.5",
"진안군","남자","0세","주민등록연앙인구","","41.5",
"진안군","남자","1세","주민등록연앙인구","","39.5",
"진안군","남자","2세","주민등록연앙인구","","36",
"진안군","남자","3세","주민등록연앙인구","","48",
"진안군","남자","4세","주민등록연앙인구","","48.5",
"진안군","남자","5세","주민등록연앙인구","","47.5",
"진안군","남자","6세","주민등록연앙인구","","29",
"진안군","남자","7세","주민등록연앙인구","","39.5",
"진안군","남자","8세","주민등록연앙인구","","49",
"진안군","남자","9세","주민등록연앙인구","","46.5",
"진안군","남자","10세","주민등록연앙인구","","45",
"진안군","남자","11세","주민등록연앙인구","","54.5",
"진안군","남자","12세","주민등록연앙인구","","54.5",
"진안군","남자","13세","주민등록연앙인구","","70",
"진안군","남자","14세","주민등록연앙인구","","88.5",
"진안군","남자","15세","주민등록연앙인구","","81",
"진안군","남자","16세","주민등록연앙인구","","85.5",
"진안군","남자","17세","주민등록연앙인구","","89.5",
"진안군","남자","18세","주민등록연앙인구","","90.5",
"진안군","남자","19세","주민등록연앙인구","","89.5",
"진안군","남자","20세","주민등록연앙인구","","92.5",
"진안군","남자","21세","주민등록연앙인구","","86.5",
"진안군","남자","22세","주민등록연앙인구","","87.5",
"진안군","남자","23세","주민등록연앙인구","","88.5",
"진안군","남자","24세","주민등록연앙인구","","97.5",
"진안군","남자","25세","주민등록연앙인구","","102",
"진안군","남자","26세","주민등록연앙인구","","92.5",
"진안군","남자","27세","주민등록연앙인구","","88",
"진안군","남자","28세","주민등록연앙인구","","79.5",
"진안군","남자","29세","주민등록연앙인구","","75",
"진안군","남자","30세","주민등록연앙인구","","76.5",
"진안군","남자","31세","주민등록연앙인구","","76.5",
"진안군","남자","32세","주민등록연앙인구","","71.5",
"진안군","남자","33세","주민등록연앙인구","","68.5",
"진안군","남자","34세","주민등록연앙인구","","65.5",
"진안군","남자","35세","주민등록연앙인구","","57",
"진안군","남자","36세","주민등록연앙인구","","59.5",
"진안군","남자","37세","주민등록연앙인구","","61.5",
"진안군","남자","38세","주민등록연앙인구","","62.5",
"진안군","남자","39세","주민등록연앙인구","","67",
"진안군","남자","40세","주민등록연앙인구","","73",
"진안군","남자","41세","주민등록연앙인구","","83",
"진안군","남자","42세","주민등록연앙인구","","89.5",
"진안군","남자","43세","주민등록연앙인구","","102.5",
"진안군","남자","44세","주민등록연앙인구","","118.5",
"진안군","남자","45세","주민등록연앙인구","","138",
"진안군","남자","46세","주민등록연앙인구","","115",
"진안군","남자","47세","주민등록연앙인구","","123.5",
"진안군","남자","48세","주민등록연앙인구","","147.5",
"진안군","남자","49세","주민등록연앙인구","","148.5",
"진안군","남자","50세","주민등록연앙인구","","165",
"진안군","남자","51세","주민등록연앙인구","","195",
"진안군","남자","52세","주민등록연앙인구","","207",
"진안군","남자","53세","주민등록연앙인구","","221",
"진안군","남자","54세","주민등록연앙인구","","219",
"진안군","남자","55세","주민등록연앙인구","","229.5",
"진안군","남자","56세","주민등록연앙인구","","253",
"진안군","남자","57세","주민등록연앙인구","","265",
"진안군","남자","58세","주민등록연앙인구","","279",
"진안군","남자","59세","주민등록연앙인구","","299",
"진안군","남자","60세","주민등록연앙인구","","282",
"진안군","남자","61세","주민등록연앙인구","","274.5",
"진안군","남자","62세","주민등록연앙인구","","300.5",
"진안군","남자","63세","주민등록연앙인구","","351",
"진안군","남자","64세","주민등록연앙인구","","384",
"진안군","남자","65세","주민등록연앙인구","","372",
"진안군","남자","66세","주민등록연앙인구","","311",
"진안군","남자","67세","주민등록연앙인구","","300.5",
"진안군","남자","68세","주민등록연앙인구","","289",
"진안군","남자","69세","주민등록연앙인구","","270.5",
"진안군","남자","70세","주민등록연앙인구","","267",
"진안군","남자","71세","주민등록연앙인구","","217.5",
"진안군","남자","72세","주민등록연앙인구","","223.5",
"진안군","남자","73세","주민등록연앙인구","","210.5",
"진안군","남자","74세","주민등록연앙인구","","188.5",
"진안군","남자","75세","주민등록연앙인구","","193.5",
"진안군","남자","76세","주민등록연앙인구","","175",
"진안군","남자","77세","주민등록연앙인구","","183.5",
"진안군","남자","78세","주민등록연앙인구","","167.5",
"진안군","남자","79세","주민등록연앙인구","","145.5",
"진안군","남자","80세 이상","주민등록연앙인구","","1052",
"진안군","남자","80세","주민등록연앙인구","","125.5",
"진안군","남자","81세","주민등록연앙인구","","109.5",
"진안군","남자","82세","주민등록연앙인구","","130",
"진안군","남자","83세","주민등록연앙인구","","134",
"진안군","남자","84세","주민등록연앙인구","","109",
"진안군","남자","85세 이상","주민등록연앙인구","","444",
"진안군","남자","85세","주민등록연앙인구","","85",
"진안군","남자","86세","주민등록연앙인구","","73",
"진안군","남자","87세","주민등록연앙인구","","63.5",
"진안군","남자","88세","주민등록연앙인구","","59",
"진안군","남자","89세","주민등록연앙인구","","48",
"진안군","남자","90세","주민등록연앙인구","","36.5",
"진안군","남자","91세","주민등록연앙인구","","28",
"진안군","남자","92세","주민등록연앙인구","","16",
"진안군","남자","93세","주민등록연앙인구","","10.5",
"진안군","남자","94세","주민등록연앙인구","","4",
"진안군","남자","95세","주민등록연앙인구","","6.5",
"진안군","남자","96세","주민등록연앙인구","","6.5",
"진안군","남자","97세","주민등록연앙인구","","4",
"진안군","남자","98세","주민등록연앙인구","","1.5",
"진안군","남자","99세","주민등록연앙인구","",".5",
"진안군","남자","100세 이상","주민등록연앙인구","","1.5",
"진안군","여자","계","주민등록연앙인구","","11794.5",
"진안군","여자","0세","주민등록연앙인구","","42.5",
"진안군","여자","1세","주민등록연앙인구","","41",
"진안군","여자","2세","주민등록연앙인구","","41",
"진안군","여자","3세","주민등록연앙인구","","33",
"진안군","여자","4세","주민등록연앙인구","","40",
"진안군","여자","5세","주민등록연앙인구","","44",
"진안군","여자","6세","주민등록연앙인구","","35.5",
"진안군","여자","7세","주민등록연앙인구","","35",
"진안군","여자","8세","주민등록연앙인구","","41.5",
"진안군","여자","9세","주민등록연앙인구","","52",
"진안군","여자","10세","주민등록연앙인구","","61",
"진안군","여자","11세","주민등록연앙인구","","66.5",
"진안군","여자","12세","주민등록연앙인구","","66",
"진안군","여자","13세","주민등록연앙인구","","68.5",
"진안군","여자","14세","주민등록연앙인구","","75",
"진안군","여자","15세","주민등록연앙인구","","75.5",
"진안군","여자","16세","주민등록연앙인구","","68.5",
"진안군","여자","17세","주민등록연앙인구","","79",
"진안군","여자","18세","주민등록연앙인구","","95",
"진안군","여자","19세","주민등록연앙인구","","82",
"진안군","여자","20세","주민등록연앙인구","","68.5",
"진안군","여자","21세","주민등록연앙인구","","72.5",
"진안군","여자","22세","주민등록연앙인구","","67",
"진안군","여자","23세","주민등록연앙인구","","60.5",
"진안군","여자","24세","주민등록연앙인구","","62",
"진안군","여자","25세","주민등록연앙인구","","60.5",
"진안군","여자","26세","주민등록연앙인구","","60",
"진안군","여자","27세","주민등록연앙인구","","69.5",
"진안군","여자","28세","주민등록연앙인구","","68.5",
"진안군","여자","29세","주민등록연앙인구","","63",
"진안군","여자","30세","주민등록연앙인구","","64.5",
"진안군","여자","31세","주민등록연앙인구","","77",
"진안군","여자","32세","주민등록연앙인구","","77",
"진안군","여자","33세","주민등록연앙인구","","74",
"진안군","여자","34세","주민등록연앙인구","","62.5",
"진안군","여자","35세","주민등록연앙인구","","65",
"진안군","여자","36세","주민등록연앙인구","","63",
"진안군","여자","37세","주민등록연앙인구","","64.5",
"진안군","여자","38세","주민등록연앙인구","","65",
"진안군","여자","39세","주민등록연앙인구","","77.5",
"진안군","여자","40세","주민등록연앙인구","","86",
"진안군","여자","41세","주민등록연앙인구","","87",
"진안군","여자","42세","주민등록연앙인구","","81.5",
"진안군","여자","43세","주민등록연앙인구","","94",
"진안군","여자","44세","주민등록연앙인구","","95",
"진안군","여자","45세","주민등록연앙인구","","87.5",
"진안군","여자","46세","주민등록연앙인구","","80",
"진안군","여자","47세","주민등록연앙인구","","92",
"진안군","여자","48세","주민등록연앙인구","","107",
"진안군","여자","49세","주민등록연앙인구","","105",
"진안군","여자","50세","주민등록연앙인구","","120",
"진안군","여자","51세","주민등록연앙인구","","149",
"진안군","여자","52세","주민등록연앙인구","","153.5",
"진안군","여자","53세","주민등록연앙인구","","153.5",
"진안군","여자","54세","주민등록연앙인구","","173.5",
"진안군","여자","55세","주민등록연앙인구","","189",
"진안군","여자","56세","주민등록연앙인구","","192",
"진안군","여자","57세","주민등록연앙인구","","205.5",
"진안군","여자","58세","주민등록연앙인구","","212",
"진안군","여자","59세","주민등록연앙인구","","224.5",
"진안군","여자","60세","주민등록연앙인구","","229",
"진안군","여자","61세","주민등록연앙인구","","222.5",
"진안군","여자","62세","주민등록연앙인구","","243",
"진안군","여자","63세","주민등록연앙인구","","270.5",
"진안군","여자","64세","주민등록연앙인구","","307",
"진안군","여자","65세","주민등록연앙인구","","301",
"진안군","여자","66세","주민등록연앙인구","","256.5",
"진안군","여자","67세","주민등록연앙인구","","230.5",
"진안군","여자","68세","주민등록연앙인구","","224",
"진안군","여자","69세","주민등록연앙인구","","240.5",
"진안군","여자","70세","주민등록연앙인구","","249.5",
"진안군","여자","71세","주민등록연앙인구","","219",
"진안군","여자","72세","주민등록연앙인구","","191",
"진안군","여자","73세","주민등록연앙인구","","172.5",
"진안군","여자","74세","주민등록연앙인구","","194",
"진안군","여자","75세","주민등록연앙인구","","221",
"진안군","여자","76세","주민등록연앙인구","","196",
"진안군","여자","77세","주민등록연앙인구","","201.5",
"진안군","여자","78세","주민등록연앙인구","","187",
"진안군","여자","79세","주민등록연앙인구","","157",
"진안군","여자","80세 이상","주민등록연앙인구","","2109.5",
"진안군","여자","80세","주민등록연앙인구","","155",
"진안군","여자","81세","주민등록연앙인구","","156",
"진안군","여자","82세","주민등록연앙인구","","207",
"진안군","여자","83세","주민등록연앙인구","","217.5",
